title,popularity,release_date,vote_average,vote_count
Thick as Thieves,22.27,2009-01-09,6.0,778
Passenger 57,30.339,1992-11-06,5.97,997
Species,26.389,1995-07-07,6.0,1644
Anon,18.094,2018-05-03,6.0,1560
War of the Buttons,6.182,2011-09-21,5.969,469
Knockaround Guys,10.677,2001-11-30,6.0,344
Resident Evil: Welcome to Raccoon City,108.406,2021-11-24,5.968,2440
Elvis & Nixon,12.489,2016-03-22,5.968,409
The League of Extraordinary Gentlemen,40.232,2003-07-11,5.968,4013
Pan,17.708,2015-09-24,5.967,2714
The Courier,12.946,2019-11-22,6.0,537
iBoy,9.185,2017-01-27,5.967,1145
Fatal,13.878,2010-06-16,5.966,617
The Boondock Saints II: All Saints Day,15.364,2009-11-24,5.965,733
When in Rome,17.045,2010-01-29,6.0,1198
Die Hart,36.351,2023-02-22,6.0,446
The Pool,23.874,2018-09-27,6.0,333
Open Season: Scared Silly,21.703,2015-12-18,6.0,337
Killers,40.489,2010-06-04,5.965,2172
Doomsday,21.562,2008-03-14,6.0,1277
Wild Hogs,21.819,2007-03-02,5.964,2266
The Marine,19.886,2006-10-13,5.967,756
I Know What You Did Last Summer,46.141,1997-10-17,5.964,2764
Uglies,51.518,2024-09-12,5.958,626
The Lazarus Project,10.64,2008-10-24,6.0,352
Lakeview Terrace,15.344,2008-09-19,5.963,1033
The Nines,6.065,2007-01-21,6.0,423
Ghost Ship,29.036,2002-10-25,5.964,2390
Child's Play,18.381,2019-06-19,5.964,1889
Term Life,10.024,2016-04-29,6.0,304
Jennifer's Body,59.089,2009-09-18,6.0,3805
Barbarella,18.309,1968-10-10,5.962,727
Prime,9.942,2005-09-21,6.0,793
Tanguy,17.613,2001-11-21,5.962,460
Intrusion,20.033,2021-09-22,6.0,659
Spiral: From the Book of Saw,34.456,2021-05-12,5.961,2014
Rim of the World,20.344,2019-05-24,6.0,946
When in Rome,9.016,2002-11-26,6.0,323
Ghosts of Girlfriends Past,23.787,2009-05-01,5.963,2285
Blue Crush,10.907,2002-08-08,6.0,525
The Sacrament,15.029,2013-09-02,6.0,436
Walk of Shame,32.805,2014-05-02,5.96,1414
Deadfall,10.182,2012-11-08,6.0,666
Mr. Popper's Penguins,21.549,2011-06-17,6.0,2933
"I Love You, Beth Cooper",33.233,2009-07-10,5.96,867
Gloria Bell,7.987,2019-03-07,5.959,314
The Boy,18.084,2016-01-22,5.959,3738
The Baytown Outlaws,11.967,2012-08-27,5.959,302
Bring It On Again,0.693,2004-01-13,6.0,425
The Nut Job 2: Nutty by Nature,21.721,2017-08-11,6.0,405
Point Break,38.446,2015-12-03,5.958,2285
Close,41.982,2019-02-22,6.0,658
Grand Piano,13.224,2013-10-11,5.957,499
G.B.F.,0.341,2014-01-17,5.957,387
Parental Guidance,10.241,2012-12-25,5.957,454
Rampage,18.737,2009-09-27,5.957,426
The Oxford Murders,8.676,2008-01-18,6.0,634
Hostel,35.694,2005-09-17,5.957,3592
Open Grave,15.877,2013-08-13,6.0,704
The Escort,31.384,2015-11-05,5.955,410
Zardoz,8.862,1974-02-06,6.0,437
Unaccompanied Minors,22.319,2006-12-08,6.0,303
Deception,11.684,2008-04-24,6.0,650
EDtv,9.646,1999-03-26,5.954,618
S1m0ne,9.418,2002-08-23,5.953,898
Voyagers,17.666,2021-04-08,6.0,861
Grimsby,21.645,2016-02-24,6.0,2271
The Corsican File,7.748,2004-10-06,5.952,363
Leviathan,13.362,1989-03-17,6.0,490
Moschettieri del Re - La penultima missione,7.531,2018-12-27,6.0,385
The Immature: The Trip,6.469,2012-01-04,5.951,601
Piranha,13.389,1978-08-03,6.0,663
Imagine That,21.706,2009-06-19,6.0,555
The American,27.595,2010-08-31,6.0,1341
The Santa Clause 2,48.011,2002-09-29,5.95,1302
The Queen's Corgi,31.152,2019-02-13,5.9,424
Almost Christmas,21.826,2016-11-11,5.933,357
Victor Frankenstein,16.583,2015-11-10,5.95,2113
Mars Needs Moms,26.192,2011-03-09,5.949,692
Cry Macho,16.509,2021-09-16,5.9,1009
Antiviral,9.79,2012-09-19,5.9,389
Private Benjamin,12.289,1980-10-06,5.947,376
D3: The Mighty Ducks,20.394,1996-10-04,5.946,451
Dragnet,16.866,1987-06-23,5.9,476
The Ones Below,17.353,2016-03-11,5.945,344
Ma che bella sorpresa,5.058,2015-03-11,5.945,397
Angels in the Outfield,8.526,1994-07-15,5.945,433
"New York, I Love You",19.521,2008-09-06,5.9,530
Surveillance,8.805,2008-02-08,5.945,321
Zoe,22.957,2018-07-19,5.9,394
Thanks for Sharing,10.177,2013-09-19,5.944,544
Senior Year,37.538,2022-05-11,5.943,820
The Ruins,14.266,2008-04-02,5.9,1261
National Security,19.272,2003-01-17,5.943,960
Truth or Dare,67.694,2018-04-12,5.943,3997
The 5th Wave,39.275,2016-01-14,5.942,5721
Sisters,16.371,2015-12-18,5.9,1363
No Good Deed,23.833,2014-09-10,5.942,623
Hollow Man,27.973,2000-08-04,5.9,2507
Begotten,8.88,1991-06-05,5.9,308
The Tournament,11.641,2009-05-01,5.9,616
My Girl 2,19.7,1994-02-11,5.9,473
The Forgotten,20.22,2004-09-24,5.9,1115
She's Funny That Way,11.356,2015-04-22,5.9,653
A Haunted House,34.885,2013-01-11,5.9,1889
No One Lives,9.716,2013-03-09,5.9,606
Sorry if I Love You,15.204,2008-01-25,5.9,698
Cargo,11.283,2009-09-24,5.94,382
Alexander,54.3,2004-11-21,5.94,3245
Acts of Vengeance,15.142,2017-10-27,5.9,560
Transformers: Age of Extinction,130.248,2014-06-25,5.939,8122
Baby Mama,9.583,2008-04-25,5.9,648
xXx,90.251,2002-08-09,5.938,4265
The Package,14.093,2018-08-10,5.9,1188
The Jungle Book,18.833,1994-12-23,5.938,457
Mean Girls,59.993,2024-01-10,5.9,543
Paradise Hills,10.691,2019-08-29,5.9,530
Monster Family,31.919,2017-08-24,5.935,341
Terminator Genisys,72.462,2015-06-23,5.935,8370
Broken City,15.185,2013-01-18,5.934,1455
Catch and Release,11.784,2006-10-20,5.9,564
Free Willy 2: The Adventure Home,16.066,1995-07-19,5.9,577
Stuck Together,14.959,2021-10-20,5.933,402
Oldboy,25.291,2013-11-14,5.933,1947
Igor,13.827,2008-09-19,5.933,556
Universal Soldier: The Return,14.583,1999-08-05,5.933,1253
1922,23.344,2017-10-20,5.932,2719
Dirty Grandpa,53.154,2016-01-20,5.932,4355
Drinking Buddies,11.314,2013-08-23,5.9,797
Dark Angel,37.083,1990-01-26,5.932,316
Intolerable Cruelty,16.391,2003-09-02,5.932,1480
The New Guy,15.641,2002-05-10,5.932,581
15 Minutes,21.756,2001-03-01,5.9,711
The Wedding Planner,23.964,2001-01-26,5.9,1674
The Meddler,10.368,2016-04-05,5.9,340
Sleepless,10.292,2017-01-12,5.931,1243
Cop Car,6.371,2015-07-08,5.9,846
Around the World in 80 Days,19.277,2004-06-16,5.9,2494
24 Hours to Live,24.728,2017-10-26,5.93,646
Lockout,18.423,2012-04-12,5.931,1817
Fighting,22.143,2009-04-24,5.9,670
Tremors: A Cold Day in Hell,20.988,2018-05-01,5.9,407
Who's Harry Crumb?,10.176,1989-02-03,5.9,317
Futureworld,28.598,1976-08-13,5.9,312
Dark Star,6.965,1974-04-01,5.92,556
Brahms: The Boy II,23.383,2020-02-20,5.9,1228
Ravenous,16.071,2017-09-23,5.9,411
Alpha and Omega,16.007,2010-09-16,5.9,506
The Mexican,16.546,2001-03-01,5.928,1450
The Virtuoso,16.097,2021-04-30,5.927,376
Nim's Island,20.009,2008-04-03,5.9,1120
Bill & Ted Face the Music,17.205,2020-08-27,5.926,935
The Horde,12.744,2010-02-10,5.926,448
Death to Smoochy,8.442,2002-03-29,5.9,386
Midnight in the Switchgrass,15.572,2021-07-23,5.9,419
Southbound,28.018,2015-09-17,5.925,606
Manhattan Night,8.934,2016-05-20,5.9,381
Breathe In,9.492,2013-01-18,5.9,314
101 Dalmatians,41.94,1996-11-27,5.925,3366
Waiting for the Barbarians,9.086,2019-09-06,5.9,373
True History of the Kelly Gang,16.61,2019-11-23,5.9,308
Bleeding Steel,33.873,2017-12-18,5.9,504
The Riot Club,10.914,2014-09-19,5.9,969
Ri¢hie Ri¢h,43.711,1994-12-19,5.924,2255
AVP: Alien vs. Predator,32.633,2004-08-12,5.924,4422
Hammamet,4.736,2020-01-09,5.923,394
Come to Daddy,9.348,2019-04-25,5.9,522
Volcano,22.493,1997-04-25,5.923,1511
The Glass House,19.103,2001-09-14,5.923,968
Unicorn Store,8.135,2017-09-11,5.9,843
Suicide Squad,65.968,2016-08-03,5.9,21091
Justin and the Knights of Valour,9.202,2013-08-09,5.922,308
Thinner,16.416,1996-10-25,5.9,600
Hubie Halloween,13.442,2020-10-07,5.922,1619
The Machine,16.924,2013-04-25,5.92,796
Closed Circuit,11.641,2013-08-28,5.92,448
Creep,11.854,2004-08-10,5.92,736
The Exorcist: Believer,46.903,2023-10-04,5.919,1041
I'm Back,5.744,2018-02-01,5.9,554
Love Addict,20.017,2018-04-18,5.9,345
Teenage Mutant Ninja Turtles,100.856,2014-08-07,5.92,6764
Oz the Great and Powerful,45.299,2013-03-07,5.919,6482
Domino,13.255,2005-10-14,5.9,1190
"Hail, Caesar!",18.461,2016-02-05,5.918,3743
Alien Abduction,10.076,2014-04-04,5.918,374
Vidocq,8.821,2001-09-18,5.918,516
Table 19,28.064,2017-03-03,5.9,949
Personal Shopper,17.141,2016-12-14,5.9,1215
Hobo with a Shotgun,8.748,2011-05-06,5.9,614
The Beguiled,13.844,2017-06-23,5.915,2141
Mirror Mirror,57.201,2012-03-15,5.9,3138
You Will Meet a Tall Dark Stranger,11.642,2010-09-22,5.9,842
Split Second,9.453,1992-05-01,5.915,312
Bird Box Barcelona,23.184,2023-07-14,5.9,690
Kidz,12.442,2020-01-23,5.9,366
Line of Duty,22.761,2019-12-25,5.914,325
Seeking Justice,15.406,2011-09-02,5.914,994
Valentine's Day,19.827,2010-02-10,5.914,3017
Vampire's Kiss,9.121,1988-09-17,5.9,401
Me Time,18.188,2022-08-26,5.912,895
Men in Black: International,34.058,2019-06-12,5.913,4887
Addicted,23.752,2014-10-10,5.912,409
The Divide,15.384,2012-01-13,5.912,645
Podium,5.53,2004-02-11,5.9,433
St. Trinian's,14.35,2007-12-21,5.912,460
Sahara,16.067,2005-04-06,5.912,1477
Solaris,17.059,2002-11-27,5.9,1299
All You Need is Crime,7.356,2019-01-10,5.911,456
Naomi and Ely's No Kiss List,10.144,2015-09-18,5.9,1069
Cedar Rapids,11.576,2011-02-11,5.911,414
Wrongfully Accused,12.429,1998-07-23,5.9,421
Lake Placid,15.292,1999-07-15,5.908,1112
The Grudge,32.663,2004-10-22,5.91,2927
Robin Hood,35.755,2018-11-03,5.91,2955
Dark Places,17.088,2015-04-08,5.909,1276
Straw Dogs,16.408,2011-09-16,5.9,563
Rubber,26.328,2010-11-09,5.9,1008
Clash of the Titans,73.369,2010-03-26,5.9,6204
American Ninja,11.526,1985-08-30,5.909,421
The Legend of Tarzan,31.79,2016-06-29,5.908,6193
Blank Check,15.788,1994-02-11,5.908,494
Assault on Wall Street,15.923,2013-06-30,5.9,461
Beauty & the Briefcase,7.791,2010-07-20,5.9,407
Nocturne,16.205,2020-10-13,5.9,447
The Descent: Part 2,32.582,2009-10-14,5.905,1142
Little Man,55.094,2006-08-31,5.9,1719
The Golden Child,17.249,1986-12-12,5.904,1065
Memoirs of an Invisible Man,8.136,1992-02-28,5.904,572
The Ewok Adventure,22.658,1984-11-25,5.9,365
A Madea Family Funeral,18.547,2019-03-01,5.903,480
Paris or Perish,15.811,2013-07-15,5.9,300
Third Person,33.45,2014-06-20,5.9,594
Cyrus,5.645,2010-06-18,5.903,406
Air Buddies,13.507,2006-12-12,5.9,327
Bordello of Blood,14.293,1996-08-16,5.9,374
Planes,25.496,2013-08-09,5.9,1683
Absolutely Anything,16.403,2015-06-26,5.9,1444
Into the Blue,23.115,2005-09-30,5.9,1487
The Big Hit,13.2,1998-04-24,5.9,413
Beowulf,27.636,2007-11-05,5.9,2810
Curse of Chucky,28.449,2013-10-08,5.9,1551
The Delta Force,17.475,1986-02-14,5.9,419
Righteous Kill,13.607,2008-09-11,5.899,1226
Man of the Year,8.126,2006-10-09,5.9,445
Sky Captain and the World of Tomorrow,31.242,2004-09-17,5.899,1242
The Strangers: Chapter 1,61.381,2024-05-15,5.9,400
The Last Five Years,12.697,2014-11-03,5.9,338
The Jungle Book 2,21.7,2003-02-07,5.9,1127
The Libertine,7.761,2004-09-16,5.898,447
Destroyer,13.28,2018-12-25,5.897,709
Winchester,13.558,2018-02-02,5.9,1722
Pyewacket,23.904,2017-12-08,5.9,309
Good Luck Chuck,30.993,2007-09-21,5.896,1484
Chicken Little,36.642,2005-11-04,5.896,3885
Earthquake Bird,8.302,2019-11-01,5.895,432
The Nun,68.229,2018-09-05,5.895,6654
Brick Mansions,15.495,2014-04-22,5.9,1508
Earth to Echo,5.853,2014-06-14,5.895,581
The Worst Christmas of My Life,6.363,2012-12-22,5.895,514
Lara Croft: Tomb Raider,55.788,2001-06-11,5.895,6035
The Dyatlov Pass Incident,14.334,2013-02-27,5.9,648
Solitary Man,21.972,2009-09-07,5.894,308
Tokyo Gore Police,10.506,2008-10-04,5.9,320
Daddy Day Care,27.913,2003-05-09,5.9,2094
Red Dot,17.513,2021-02-11,5.9,690
Intruders,12.576,2015-06-12,5.9,467
Paranormal Activity 3,26.351,2011-10-19,5.9,2168
Serial (Bad) Weddings 2,19.753,2019-01-30,5.89,1255
King Cobra,9.158,2016-10-21,5.9,465
Largo Winch II,13.777,2011-02-16,5.9,352
Duplicity,11.11,2009-03-18,5.9,777
She-Devil,11.609,1989-12-08,5.889,377
The Specialist,21.034,1994-10-07,5.89,1292
Beyond the Reach,32.355,2014-09-06,5.9,357
Sinister 2,41.651,2015-08-19,5.888,2115
Mr. Deeds,36.256,2002-06-28,5.888,2266
Awake,16.735,2021-06-09,5.883,1059
The Front Runner,15.31,2018-11-06,5.887,353
This Is 40,24.366,2012-12-20,5.887,2133
12 Rounds,16.795,2009-03-19,5.9,766
Child's Play 3,24.279,1991-08-30,5.9,1580
The Break-Up,28.687,2006-06-01,5.887,2652
Funny People,25.326,2009-07-30,5.9,1280
The Karate Kid Part III,31.716,1989-06-16,5.885,1600
The Million Dollar Hotel,10.032,2000-02-09,5.9,330
Forbidden Empire,14.688,2014-01-30,5.9,308
London Boulevard,11.718,2010-11-10,5.885,732
Shimmer Lake,22.355,2017-06-09,5.884,414
Fifty Shades of Grey,195.9,2015-02-11,5.884,11748
"Silent Night, Deadly Night",30.922,1984-11-09,5.9,359
Must Love Dogs,14.038,2005-07-21,5.9,458
Ignorance Is Bliss,7.329,2017-02-23,5.883,445
Birthday Girl,14.75,2001-09-06,5.883,393
Underworld: Blood Wars,63.722,2016-11-24,5.882,3648
The Haunting in Connecticut 2: Ghosts of Georgia,13.625,2013-02-01,5.9,505
Because I Said So,12.462,2007-02-02,5.882,629
Rogue City,10.997,2020-10-30,5.9,582
A Score to Settle,12.156,2019-08-01,5.881,485
Backcountry,15.209,2015-03-20,5.9,619
Free Birds,25.792,2013-10-30,5.881,776
Beverly Hills Chihuahua 2,13.831,2011-02-01,5.9,390
Racing Stripes,28.498,2005-01-06,5.9,608
Unforgettable,13.239,2017-03-06,5.879,634
New Year's Eve,38.774,2011-12-08,5.9,2110
Splice,50.078,2010-06-03,5.9,2239
In the Land of Women,12.134,2007-04-20,5.9,485
365 Days: This Day,217.97,2022-04-26,5.878,1540
Suburbicon,13.095,2017-10-26,5.9,1678
The Solitude of Prime Numbers,7.03,2010-09-10,5.9,380
Cooties,11.814,2014-10-10,5.9,736
Legion,35.037,2010-01-21,5.877,2606
"Grande, grosso e Verdone",14.701,2008-03-07,5.9,381
Pushing Tin,6.448,1999-04-23,5.9,390
A Perfect Plan,9.448,2012-10-29,5.9,611
Gringo,16.5,2018-03-08,5.874,732
RoboCop,24.003,2014-01-30,5.874,5462
Problem Child 2,28.506,1991-07-03,5.873,599
The Rum Diary,12.017,2011-10-13,5.873,1217
Herbie Goes to Monte Carlo,10.217,1977-06-24,5.9,314
Little Nicky,25.445,2000-11-10,5.874,1799
The Hitcher,11.631,2007-01-19,5.9,913
Horsemen,15.958,2009-02-06,5.9,541
Drop Dead Fred,9.265,1991-04-19,5.872,364
Beverly Hills Cop III,23.959,1994-05-24,5.873,1884
No One Gets Out Alive,13.847,2021-09-29,5.9,635
Playing It Cool,29.962,2014-09-26,5.87,749
Exodus: Gods and Kings,54.88,2014-12-03,5.87,4526
I Could Never Be Your Woman,11.623,2007-05-11,5.87,414
Butter,9.782,2012-10-05,5.869,393
Muse,6.694,2017-11-09,5.9,346
Tamara Drewe,8.143,2010-07-14,5.868,437
Barnyard,23.308,2006-08-04,5.868,1079
Friday the 13th Part III,26.444,1982-08-13,5.868,1394
The Wolfman,40.601,2010-02-10,5.9,1977
USS Indianapolis: Men of Courage,16.724,2016-09-22,5.867,596
A Guy Thing,8.905,2003-01-17,5.9,336
The Crow,338.319,2024-08-21,5.9,792
Sentinelle,18.504,2021-03-05,5.866,584
When the Bough Breaks,14.931,2016-09-09,5.865,392
Gnomeo & Juliet,46.565,2011-01-13,5.865,1939
Hitman: Agent 47,50.438,2015-08-20,5.864,3037
Abduction,15.972,2011-09-22,5.864,2858
Escape from L.A.,21.415,1996-08-09,5.864,1426
Beerfest,9.85,2006-08-25,5.864,537
Greenberg,13.661,2010-03-26,5.863,557
The Big Wedding,13.484,2013-04-25,5.862,1148
Blade: Trinity,70.801,2004-12-08,5.862,3874
RV,21.994,2006-04-28,5.9,1664
Mom or Dad?,7.527,2017-02-14,5.861,628
The Spy Next Door,20.454,2010-01-15,5.861,1291
Black Water,11.55,2007-06-01,5.861,334
All My Friends Are Dead,12.08,2020-12-28,5.859,345
The Cobbler,15.92,2014-09-11,5.859,1640
Leprechaun 3,36.966,1995-06-27,5.859,313
Into the Forest,10.444,2016-06-03,5.9,664
Super Troopers 2,11.139,2018-04-19,5.858,461
Planet 51,22.742,2009-11-19,5.9,2020
A Nightmare on Elm Street 4: The Dream Master,23.611,1988-08-19,5.9,1419
We Accept Miracles,6.207,2015-01-02,5.857,426
The Comeback Trail,15.806,2020-11-12,5.9,310
Stockholm,9.792,2019-04-12,5.856,381
Identity Thief,16.215,2013-02-07,5.856,3307
Battleship,83.944,2012-04-11,5.857,5485
The Bounty Hunter,34.838,2010-03-16,5.856,2833
Doghouse,18.992,2009-06-11,5.9,357
The Presidio,13.205,1988-06-10,5.9,330
3 Men and a Little Lady,13.64,1990-11-21,5.9,523
It Comes at Night,12.163,2017-06-09,5.9,2351
The Benchwarmers,14.706,2006-04-07,5.855,865
Starship Troopers: Invasion,18.492,2012-08-28,5.855,396
Coriolanus,14.132,2011-02-14,5.9,443
Nothing to Declare,13.917,2010-12-20,5.854,1114
Lying and Stealing,16.663,2019-07-12,5.9,353
Coexister,6.307,2017-10-11,5.9,384
Antrum,15.591,2018-10-14,5.841,314
A Good Old Fashioned Orgy,9.659,2011-09-02,5.9,319
Dead Weight,14.626,2002-04-10,5.853,372
Four Rooms,19.706,1995-12-09,5.9,2639
La Abuela (The Grandmother),17.074,2022-01-28,5.9,445
Automata,18.927,2014-10-09,5.851,1639
Mortal Kombat,27.53,1995-08-18,5.851,2264
Missing in Action,13.03,1984-11-16,5.85,480
Simply Black,6.545,2020-07-08,5.849,420
Kung Fu Yoga,12.716,2017-01-27,5.8,377
Poseidon,30.061,2006-05-03,5.8,2127
Last Looks,21.643,2022-01-27,5.8,300
Tesla,11.595,2020-08-14,5.8,326
In Bed with Victoria,12.198,2016-09-14,5.848,482
Striking Distance,12.739,1993-09-17,5.8,806
Love Happens,8.198,2009-09-18,5.846,664
Blood: The Last Vampire,8.719,2009-04-02,5.8,374
Jack the Giant Slayer,38.122,2013-02-27,5.845,4884
The Five-Year Engagement,19.643,2012-04-27,5.845,1313
2012,58.0,2009-10-10,5.845,11906
Under Siege 2: Dark Territory,43.252,1995-07-13,5.8,905
One Night at McCool's,10.846,2001-04-19,5.8,333
S.W.A.T.: Under Siege,47.218,2017-08-01,5.8,368
Only God Forgives,14.44,2013-05-30,5.844,2404
Mighty Morphin Power Rangers: The Movie,15.117,1995-06-30,5.8,695
Night Moves,7.386,2014-04-23,5.843,327
Dennis the Menace,32.274,1993-06-24,5.8,1448
Our Brand Is Crisis,17.54,2015-09-11,5.8,489
The Rookie,14.771,1990-12-07,5.8,539
Cam,7.046,2018-10-01,5.845,1461
F the Prom,7.802,2017-12-05,5.8,409
Phantom,11.368,2013-01-03,5.8,317
A Hologram for the King,14.801,2016-04-22,5.841,1131
Open Season 2,20.334,2008-09-24,5.8,1202
3000 Miles to Graceland,15.814,2001-02-23,5.841,634
Replicant,21.48,2001-05-11,5.8,466
Sgt. Bilko,9.584,1996-03-29,5.8,347
The Brothers Grimm,21.796,2005-08-26,5.841,2726
Antigang,28.577,2015-08-19,5.84,340
Death Race: Inferno,40.167,2013-01-04,5.84,751
Big Fat Liar,20.79,2002-02-08,5.839,801
Picture Perfect,11.196,1997-08-01,5.8,418
Hostel: Part II,30.061,2007-06-07,5.8,2005
In the Blood,10.21,2014-04-04,5.8,351
Pet,27.16,2016-09-24,5.8,653
Death at a Funeral,40.953,2010-04-15,5.84,969
Maximum Overdrive,15.692,1986-07-25,5.838,745
Charlie's Angels,41.392,2000-11-02,5.838,4130
Fading Gigolo,13.943,2013-09-07,5.8,575
The Eye,15.539,2008-02-01,5.837,1029
The Blackcoat's Daughter,10.124,2017-03-31,5.8,660
Welcome to the Punch,11.093,2013-03-15,5.8,645
13,27.778,2010-03-12,5.836,801
Prey,21.996,2007-05-18,5.836,371
A Classic Horror Story,9.527,2021-07-01,5.835,938
Return to Sleepaway Camp,16.394,2008-11-04,5.8,315
New in Town,14.95,2009-01-30,5.8,479
Money Train,18.873,1995-11-21,5.835,760
R.I.P.D.,27.031,2013-07-18,5.834,3976
Crocodile Dundee II,12.495,1988-05-19,5.834,1088
Shadow in the Cloud,15.441,2020-12-31,5.833,966
The Two Faces of January,18.663,2014-05-16,5.8,669
Resident Evil: Retribution,3.432,2012-09-12,5.834,3972
54,23.662,1998-08-28,5.833,467
Ava,37.108,2020-07-02,5.831,2565
Jane Got a Gun,16.283,2015-12-31,5.831,806
The Killer Inside Me,11.966,2010-02-19,5.8,572
Bunraku,15.247,2010-09-01,5.8,313
Cirque du Freak: The Vampire's Assistant,26.423,2009-10-23,5.8,1083
Extract,9.949,2009-09-03,5.8,593
7 Days in Entebbe,12.551,2018-03-15,5.8,409
The Captive,16.095,2014-09-05,5.829,1085
The Black Hole,9.067,1979-12-18,5.8,478
Censor,8.97,2021-06-11,5.8,377
New Biz in the Hood,19.344,2019-02-27,5.83,305
One Wild Moment,25.526,2015-06-24,5.828,1017
The Family Fang,17.935,2016-04-16,5.8,322
Undercover Brother,10.892,2002-05-31,5.8,372
Cold Pursuit,37.797,2019-02-07,5.827,2573
Dom Hemingway,29.238,2013-11-14,5.8,500
Chopping Mall,18.172,1986-03-21,5.8,356
The Pink Panther,20.334,2006-02-10,5.827,1908
The Boss,13.704,2016-04-07,5.826,1317
Barbecue,6.516,2014-04-30,5.826,685
21 & Over,19.517,2013-03-01,5.826,1506
The Campaign,13.117,2012-08-09,5.826,1725
The Funhouse,6.317,1981-03-13,5.8,390
Huesera: The Bone Woman,14.838,2023-02-10,5.825,323
Cult of Chucky,31.373,2017-10-12,5.8,1284
Neighbors 2: Sorority Rising,20.656,2016-05-04,5.825,4382
Death Race 2,35.412,2010-11-12,5.825,1089
The Stepfather,26.685,2009-10-16,5.8,864
Hard Rain,12.824,1998-01-16,5.825,703
Failure to Launch,24.475,2006-03-10,5.826,1640
The Midnight Man,10.633,2016-09-30,5.8,412
The Object of My Affection,8.32,1998-04-17,5.8,304
The Little Hours,20.762,2017-06-30,5.8,567
Reasonable Doubt,13.342,2014-01-17,5.8,554
10 Years,8.389,2012-09-14,5.8,538
Meatballs,47.893,1979-06-28,5.8,306
Drillbit Taylor,17.252,2008-02-04,5.821,1015
Ma,22.479,2019-05-29,5.8,2177
The Atticus Institute,9.665,2015-01-05,5.82,317
The Parisian Bitch,5.91,2015-04-29,5.819,470
Husk,20.745,2011-01-28,5.8,326
Wind Chill,8.832,2007-04-27,5.8,463
The X Files: I Want to Believe,21.665,2008-07-24,5.8,1489
Leatherheads,8.318,2008-03-24,5.826,448
That's My Boy,36.667,2012-06-14,5.818,1943
Frenemies,11.586,2012-01-13,5.8,428
Very Good Girls,8.948,2013-01-22,5.8,425
Saludos Amigos,15.149,1942-08-24,5.818,462
The Final Conflict,15.548,1981-03-20,5.82,566
Firewall,14.5,2006-02-08,5.823,940
Blue Steel,12.507,1990-03-16,5.824,394
Alfie,12.968,2004-10-22,5.817,795
Big Momma's House,30.691,2000-05-31,5.816,2285
My Name Is Bruce,9.737,2007-10-01,5.8,332
The Jack in the Box,24.099,2019-11-09,5.815,429
Deep Water,61.035,2022-03-18,5.814,1372
Come tu mi vuoi,6.023,2007-10-09,5.815,561
Puppet Master,9.517,1989-10-12,5.8,344
Beethoven,29.029,1992-04-03,5.815,2061
Mystery Men,13.068,1999-08-06,5.8,817
Vox Lux,10.602,2018-09-07,5.8,472
Absentia,7.443,2011-03-03,5.8,334
Fantozzi in Heaven,4.901,1993-12-21,5.814,365
3 from Hell,12.05,2019-09-16,5.8,474
Italiano medio,4.687,2015-01-29,5.8,477
Christmas with a View,24.207,2018-11-01,5.8,304
Police Academy 3: Back in Training,21.638,1986-03-20,5.811,1214
A Family Affair,38.144,2024-06-27,5.81,547
Sweet Virginia,8.298,2017-11-17,5.8,305
